0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
144,fil-2105,3/25/2008 0:00,1429-03-17,Tuesday,,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 589165.0,Regular,1588681,953208,4,16681,SAR 699813
145,fil-2106,3/25/2008 0:00,1429-03-17,Tuesday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6866.0,Regular,490506,147151,8,5871,SAR 243592
146,fil-2107,3/25/2008 0:00,1429-03-17,Tuesday,March,Rabi’ al-Awwal,Center,,880,Yes,24 hrs,SAR 45693.0,Regular,1584314,633725,5,11311,SAR 589348
147,fil-2108,3/25/2008 0:00,1429-03-17,,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 59157.0,Regular,1299382,649691,8,9633,SAR 523012
148,fil-2109,3/25/2008 0:00,1429-03-17,Tue,,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 183547.0,Regular,2146067,858426,9,34251,SAR 1692218
149,fil-2110,3/25/2008 0:00,1429-03-17,,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 322712.0,Regular,936589,468294,4,8595,SAR 490005
150,fil-2101,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 18901.0,Regular,1022612,409044,7,12277,SAR 607169
151,fil-2102,3/26/2008 0:00,1429-03-18,Wednesday,,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29117.0,Regular,437081,218540,4,6798,SAR 363781
152,fil-2103,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 49506.0,Regular,1305631,652815,5,21507,SAR 924601
153,fil-2104,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4733.0,Regular,180739,54221,0,1780,SAR 97096
154,fil-2105,3/26/2008 0:00,1429-03-18,Wed,,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 608839.0,Regular,1588681,476604,4,22654,SAR 1081491
155,fil-2106,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,,Regular,420,Yes,12 hrs,SAR 5843.0,Regular,490506,196202,8,4951,SAR 224752
156,fil-2107,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 51366.0,Regular,1584314,633725,5,24468,SAR 1241098
157,fil-2108,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 73670.0,Regular,1299382,519752,8,12883,SAR 601399
158,fil-2109,3/26/2008 0:00,1429-03-18,Wednesday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 167587.0,Regular,2146067,643820,9,15367,SAR 772823
159,fil-2110,3/26/2008 0:00,1429-03-18,,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 359797.0,Regular,936589,468294,4,8595,SAR 491439
160,fil-2101,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 22216.0,None,1022612,0,7,11044,SAR 582152
161,fil-2102,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Border,,885,Yes,24 hrs,SAR 32372.0,None,437081,0,4,3409,SAR 176374
162,fil-2103,3/27/2008 0:00,1429-03-19,Thursday,Mar,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 52867.0,None,1305631,0,5,11949,SAR 533885
163,fil-2104,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,,Regular,1665,Yes,12 hrs,SAR 4425.0,None,180739,0,0,2819,SAR 147248
164,fil-2105,3/27/2008 0:00,1429-03-19,Thu,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 580021.0,None,1588681,0,4,17554,SAR 828289
165,fil-2106,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8009.0,None,490506,0,8,5886,SAR 302940
166,fil-2107,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 54546.0,None,1584314,0,5,21625,SAR 1113615
167,fil-2108,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 74736.0,None,1299382,0,8,12474,SAR 686296
168,fil-2109,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 150799.0,None,2146067,0,9,28328,SAR 1351526
169,fil-2110,3/27/2008 0:00,1429-03-19,Thursday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 414317.0,None,936589,0,4,6087,SAR 377433
170,fil-2101,3/28/2008 0:00,1429-03-20,,March,Rabi’ al-Awwal,,Hyper,855,Yes,12 hrs,SAR 24892.0,None,1022612,0,7,11657,SAR 551180
171,fil-2102,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29177.0,None,437081,0,4,4261,SAR 254885
172,fil-2103,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 52506.0,None,1305631,0,5,14172,SAR 706490
173,fil-2104,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Outskirts,,1665,Yes,12 hrs,SAR 4246.0,None,180739,0,0,1659,SAR 80072
174,fil-2105,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 655722.0,None,1588681,0,4,19620,SAR 874930
175,fil-2106,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7298.0,None,490506,0,8,5003,SAR 237464
176,fil-2107,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,,Hyper,880,Yes,24 hrs,SAR 48070.0,None,1584314,0,5,16476,SAR 812618
177,fil-2108,3/28/2008 0:00,1429-03-20,Fri,March,Rabi’ al-Awwal,Center,,855,Yes,18 hrs,SAR 64017.0,None,1299382,0,8,17151,SAR 879107
178,fil-2109,3/28/2008 0:00,1429-03-20,Friday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 171223.0,None,2146067,0,9,23177,SAR 1101366
179,fil-2110,3/28/2008 0:00,1429-03-20,Fri,,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 286470.0,None,936589,0,4,8522,SAR 455677
180,fil-2101,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 25249.0,None,1022612,0,7,7362,SAR 376612
181,fil-2102,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29639.0,None,437081,0,4,2841,SAR 145240
182,fil-2103,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 53133.0,None,1305631,0,5,23955,SAR 1347777
183,fil-2104,3/29/2008 0:00,1429-03-21,Saturday,,Rabi’ al-Awwal,,Regular,1665,Yes,12 hrs,SAR 4808.0,None,180739,0,0,1925,SAR 114069
184,fil-2105,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 657976.0,None,1588681,0,4,16522,SAR 831874
185,fil-2106,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7679.0,None,490506,0,8,5591,SAR 266375
186,fil-2107,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 45288.0,None,1584314,0,5,17506,SAR 825078
187,fil-2108,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 59255.0,None,1299382,0,8,8575,SAR 413039
188,fil-2109,3/29/2008 0:00,1429-03-21,Saturday,,Rabi’ al-Awwal,Center,,1105,Yes,18 hrs,SAR 165414.0,None,2146067,0,9,18026,SAR 933358
189,fil-2110,3/29/2008 0:00,1429-03-21,Saturday,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 300595.0,None,936589,0,4,13393,SAR 548904
190,fil-2101,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 22566.0,None,1022612,0,7,9203,SAR 437337
191,fil-2102,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 24674.0,None,437081,0,4,5397,SAR 269791
192,fil-2103,3/30/2008 0:00,1429-03-22,Sunday,Mar,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 53808.0,None,1305631,0,5,11733,SAR 658645
193,fil-2104,3/30/2008 0:00,1429-03-22,Sunday,,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4666.0,None,180739,0,0,1900,SAR 87589
194,fil-2105,3/30/2008 0:00,1429-03-22,Sunday,Mar,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 649088.0,None,1588681,0,4,15489,SAR 797254
195,fil-2106,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 8005.0,None,490506,0,8,4708,SAR 207900
196,fil-2107,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 48623.0,None,1584314,0,5,16476,SAR 837597
197,fil-2108,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 76621.0,None,1299382,0,8,7796,SAR 477237
198,fil-2109,3/30/2008 0:00,1429-03-22,Sunday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 174502.0,None,2146067,0,9,18026,SAR 862770
199,fil-2110,3/30/2008 0:00,1429-03-22,,March,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 309514.0,None,936589,0,4,9131,SAR 493585
200,fil-2101,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 27090.0,Regular,1022612,511306,7,15711,SAR 696933
201,fil-2102,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 28619.0,Regular,437081,218540,4,6119,SAR 277471
202,fil-2103,3/31/2008 0:00,1429-03-23,Mon,March,Rabi’ al-Awwal,,Hyper,615,No,12 hrs,SAR 60234.0,Regular,1305631,652815,5,21854,SAR 827809
203,fil-2104,3/31/2008 0:00,1429-03-23,,Mar,Rabi’ al-Awwal,,Regular,1665,Yes,12 hrs,SAR 4660.0,Regular,180739,108443,0,1662,SAR 79477
204,fil-2105,3/31/2008 0:00,1429-03-23,Monday,Mar,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 532370.0,Regular,1588681,476604,4,15680,SAR 818560
205,fil-2106,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 9129.0,Regular,490506,245253,8,3577,SAR 142071
206,fil-2107,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Center,,880,Yes,24 hrs,SAR 50838.0,Regular,1584314,475294,5,12216,SAR 574306
207,fil-2108,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 75879.0,Regular,1299382,779629,8,19124,SAR 886781
208,fil-2109,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 153159.0,Regular,2146067,643820,9,24480,SAR 1310521
209,fil-2110,3/31/2008 0:00,1429-03-23,Monday,March,Rabi’ al-Awwal,Border,,2445,Yes,18 hrs,SAR 414834.0,Regular,936589,468294,4,6612,SAR 358757
210,fil-2101,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,,Hyper,855,Yes,12 hrs,SAR 23065.0,None,1022612,0,7,9817,SAR 451807
211,fil-2102,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 28707.0,None,437081,0,4,4261,SAR 217957
212,fil-2103,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 58082.0,None,1305631,0,5,21647,SAR 1024416
213,fil-2104,4/1/2008 0:00,1429-03-24,,April,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4176.0,None,180739,0,0,3357,SAR 166107
214,fil-2105,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Border,,3375,Yes,12 hrs,SAR 669024.0,None,1588681,0,4,14456,SAR 857316
215,fil-2106,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7303.0,None,490506,0,8,6180,SAR 285360
216,fil-2107,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 57724.0,None,1584314,0,5,24715,SAR 1251668
217,fil-2108,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 65537.0,None,1299382,0,8,15592,SAR 670767
218,fil-2109,4/1/2008 0:00,1429-03-24,Tuesday,,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 178877.0,None,2146067,0,9,18026,SAR 966494
219,fil-2110,4/1/2008 0:00,1429-03-24,Tuesday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 343899.0,None,936589,0,4,10958,SAR 538248
220,fil-2101,4/2/2008 0:00,1429-03-25,Wednesday,Apr,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 25098.0,None,1022612,0,7,12271,SAR 721663
221,fil-2102,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 33197.0,None,437081,0,4,5113,SAR 232497
222,fil-2103,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 49470.0,None,1305631,0,5,13765,SAR 622608
223,fil-2104,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 3293.0,None,180739,0,0,1790,SAR 100372
224,fil-2105,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 567404.0,None,1588681,0,4,21685,SAR 1175225
225,fil-2106,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7519.0,None,490506,0,8,4708,SAR 189624
226,fil-2107,4/2/2008 0:00,1429-03-25,Wednesday,Apr,Rabi’ al-Awwal,,Hyper,880,Yes,24 hrs,SAR 45562.0,None,1584314,0,5,16476,SAR 765055
227,fil-2108,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 77976.0,None,1299382,0,8,15592,SAR 881282
228,fil-2109,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 150638.0,None,2146067,0,9,29615,SAR 1408358
229,fil-2110,4/2/2008 0:00,1429-03-25,Wednesday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 346685.0,None,936589,0,4,7914,SAR 410580
230,fil-2101,4/3/2008 0:00,1429-03-26,Thu,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 24841.0,Grand,1022612,613567,7,17781,SAR 803138
231,fil-2102,4/3/2008 0:00,1429-03-26,Thursday,Apr,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 29239.0,Grand,437081,174832,4,7089,SAR 321388
232,fil-2103,4/3/2008 0:00,1429-03-26,Thu,April,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 53544.0,Grand,1305631,522252,5,22195,SAR 1302919
233,fil-2104,4/3/2008 0:00,1429-03-26,,Apr,Rabi’ al-Awwal,,Regular,1665,Yes,12 hrs,SAR 4457.0,Grand,180739,108443,0,2300,SAR 114463
234,fil-2105,4/3/2008 0:00,1429-03-26,Thursday,April,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 441747.0,Grand,1588681,794340,4,12884,SAR 723422
235,fil-2106,4/3/2008 0:00,1429-03-26,Thursday,,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6565.0,Grand,490506,147151,8,3717,SAR 200105
236,fil-2107,4/3/2008 0:00,1429-03-26,Thursday,April,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 46264.0,Grand,1584314,475294,5,15437,SAR 757880
237,fil-2108,4/3/2008 0:00,1429-03-26,Thursday,April,Rabi’ al-Awwal,,Hyper,855,Yes,18 hrs,SAR 69283.0,Grand,1299382,779629,8,23388,SAR 1277690
238,fil-2109,4/3/2008 0:00,1429-03-26,,April,Rabi’ al-Awwal,Center,,1105,Yes,18 hrs,SAR 168710.0,Grand,2146067,643820,9,29783,SAR 1512763
239,fil-2110,4/3/2008 0:00,1429-03-26,Thursday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 341543.0,Grand,936589,374635,4,15172,SAR 880754
240,fil-2101,4/4/2008 0:00,1429-03-27,,April,Rabi’ al-Awwal,Center,,855,Yes,12 hrs,SAR 25083.0,Regular,1022612,306783,7,10815,SAR 469536
241,fil-2102,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Border,,885,Yes,24 hrs,SAR 28714.0,Regular,437081,174832,4,6004,SAR 354022
242,fil-2103,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 57139.0,Regular,1305631,391689,5,23387,SAR 1109317
243,fil-2104,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 3932.0,Regular,180739,90369,0,3566,SAR 176989
244,fil-2105,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 622974.0,Regular,1588681,794340,4,21552,SAR 1068361
245,fil-2106,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,,Regular,420,Yes,12 hrs,SAR 6472.0,Regular,490506,147151,8,6178,SAR 327788
246,fil-2107,4/4/2008 0:00,1429-03-27,Friday,Apr,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 55275.0,Regular,1584314,792157,5,22560,SAR 1102796
247,fil-2108,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 60324.0,Regular,1299382,389814,8,15483,SAR 717054
248,fil-2109,4/4/2008 0:00,1429-03-27,Friday,Apr,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 161881.0,Regular,2146067,1073033,9,34457,SAR 1828196
249,fil-2110,4/4/2008 0:00,1429-03-27,Friday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 411291.0,Regular,936589,280976,4,7934,SAR 407295
250,fil-2101,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 22482.0,Regular,1022612,409044,7,14173,SAR 804453
251,fil-2102,4/5/2008 0:00,1429-03-28,,April,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 28739.0,Regular,437081,218540,4,6154,SAR 320145
252,fil-2103,4/5/2008 0:00,1429-03-28,Saturday,,Rabi’ al-Awwal,Center,,615,No,12 hrs,SAR 55862.0,Regular,1305631,391689,5,11724,SAR 515739
253,fil-2104,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4784.0,Regular,180739,108443,0,3648,SAR 176868
254,fil-2105,4/5/2008 0:00,1429-03-28,Saturday,Apr,Rabi’ al-Awwal,,Grande,3375,Yes,12 hrs,SAR 540013.0,Regular,1588681,794340,4,20160,SAR 1014096
255,fil-2106,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 7336.0,Regular,490506,196202,8,3198,SAR 160648
256,fil-2107,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 49156.0,Regular,1584314,475294,5,19149,SAR 987494
257,fil-2108,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 68054.0,Regular,1299382,779629,8,18036,SAR 959359
258,fil-2109,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Center,Grande,1105,Yes,18 hrs,SAR 173610.0,Regular,2146067,858426,9,30877,SAR 1394378
259,fil-2110,4/5/2008 0:00,1429-03-28,Saturday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 329419.0,Regular,936589,468294,4,6715,SAR 306275
260,fil-2101,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,12 hrs,SAR 23416.0,None,1022612,0,7,12884,SAR 714617
261,fil-2102,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Border,Hyper,885,Yes,24 hrs,SAR 26002.0,None,437081,0,4,5113,SAR 253893
262,fil-2103,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Center,Hyper,615,No,12 hrs,SAR 58277.0,None,1305631,0,5,21203,SAR 1110198
263,fil-2104,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Outskirts,Regular,1665,Yes,12 hrs,SAR 4430.0,None,180739,0,0,2375,SAR 127428
264,fil-2105,4/6/2008 0:00,1429-03-29,Sunday,Apr,Rabi’ al-Awwal,Border,Grande,3375,Yes,12 hrs,SAR 558347.0,None,1588681,0,4,15489,SAR 1011173
265,fil-2106,4/6/2008 0:00,1429-03-29,Sunday,Apr,Rabi’ al-Awwal,Center,Regular,420,Yes,12 hrs,SAR 6487.0,None,490506,0,8,7063,SAR 372360
266,fil-2107,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Center,Hyper,880,Yes,24 hrs,SAR 46613.0,None,1584314,0,5,22655,SAR 1220619
267,fil-2108,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Center,Hyper,855,Yes,18 hrs,SAR 76210.0,None,1299382,0,8,10135,SAR 488320
268,fil-2109,4/6/2008 0:00,1429-03-29,Sun,April,Rabi’ al-Awwal,,Grande,1105,Yes,18 hrs,SAR 156172.0,None,2146067,0,9,19314,SAR 1067725
269,fil-2110,4/6/2008 0:00,1429-03-29,Sunday,April,Rabi’ al-Awwal,Border,Grande,2445,Yes,18 hrs,SAR 305591.0,None,936589,0,4,14001,SAR 820480
270,fil-2101,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Hyper,855,Yes,12 hrs,SAR 22658.0,None,1022612,0,7,12271,SAR 693128
271,fil-2102,4/7/2008 0:00,1429-04-01,,April,Rabi’ al-Thani,Border,,885,Yes,24 hrs,SAR 28391.0,None,437081,0,4,5397,SAR 257702
272,fil-2103,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Hyper,615,No,12 hrs,SAR 56230.0,None,1305631,0,5,24924,SAR 1332650
273,fil-2104,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Outskirts,Regular,1665,Yes,12 hrs,SAR 4716.0,None,180739,0,0,3366,SAR 200159
274,fil-2105,4/7/2008 0:00,1429-04-01,Monday,,Rabi’ al-Thani,Border,Grande,3375,Yes,12 hrs,SAR 516773.0,None,1588681,0,4,16522,SAR 935945
275,fil-2106,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Regular,420,Yes,12 hrs,SAR 9158.0,None,490506,0,8,3531,SAR 188560
276,fil-2107,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Hyper,880,Yes,24 hrs,SAR 50269.0,None,1584314,0,5,13387,SAR 714698
277,fil-2108,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Hyper,855,Yes,18 hrs,SAR 56384.0,None,1299382,0,8,7796,SAR 312324
278,fil-2109,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Center,Grande,1105,Yes,18 hrs,SAR 162644.0,None,2146067,0,9,16739,SAR 775831
279,fil-2110,4/7/2008 0:00,1429-04-01,Monday,April,Rabi’ al-Thani,Border,Grande,2445,Yes,18 hrs,SAR 321739.0,None,936589,0,4,9740,SAR 455182
280,fil-2101,4/8/2008 0:00,1429-04-02,Tuesday,Apr,Rabi’ al-Thani,,Hyper,855,Yes,12 hrs,SAR 22173.0,None,1022612,0,7,12884,SAR 552876
281,fil-2102,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Border,Hyper,885,Yes,24 hrs,SAR 27325.0,None,437081,0,4,5113,SAR 275189
282,fil-2103,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Center,Hyper,615,No,12 hrs,SAR 62069.0,None,1305631,0,5,13833,SAR 560540
283,fil-2104,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Outskirts,Regular,1665,Yes,12 hrs,SAR 3665.0,None,180739,0,0,1544,SAR 71720
284,fil-2105,4/8/2008 0:00,1429-04-02,Tue,April,Rabi’ al-Thani,Border,Grande,3375,Yes,12 hrs,SAR 593307.0,None,1588681,0,4,19620,SAR 895611
285,fil-2106,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Center,Regular,420,Yes,12 hrs,SAR 7975.0,None,490506,0,8,4120,SAR 198855
286,fil-2107,4/8/2008 0:00,1429-04-02,Tuesday,Apr,Rabi’ al-Thani,Center,,880,Yes,24 hrs,SAR 46293.0,None,1584314,0,5,13387,SAR 720149
287,fil-2108,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Center,Hyper,855,Yes,18 hrs,SAR 78465.0,None,1299382,0,8,9355,SAR 402688
288,fil-2109,4/8/2008 0:00,1429-04-02,Tuesday,April,Rabi’ al-Thani,Center,Grande,1105,Yes,18 hrs,SAR 153157.0,None,2146067,0,9,29615,SAR 1640943
289,fil-2110,4/8/2008 0:00,1429-04-02,Tuesday,Apr,Rabi’ al-Thani,Border,Grande,2445,Yes,18 hrs,SAR 303945.0,None,936589,0,4,10958,SAR 444153
